EmployeeKey,ParentEmployeeKey,FirstName,LastName,MiddleName,Title,HireDate,BirthDate,EmailAddress,Phone,MaritalStatus,EmergencyContactName,EmergencyContactPhone,SalariedFlag,Gender,PayFrequency,BaseRate,VacationHours,CurrentFlag,SalesPersonFlag,DepartmentName,StartDate,EndDate,Status,ETLLoadID,LoadDate,UpdateDate
113,9,Brian,Burke,NULL,Sales Store Manager,15-02-1999,08-01-1979,jason0@contoso.com,571-555-0179,S,Ovidiu Burlacu,571-555-0179,0,M,1,25,38,1,0,Production,15-02-1999,,Current,19990215,2/15/1999,2/15/1999
114,9,Palle,Petersen,NULL,Sales Store Manager,16-02-1999,31-05-1976,mark0@contoso.com,147-555-0179,S,Pierangela Pezzini,147-555-0179,0,M,2,25,83,1,0,Quality Assurance,16-02-1999,,Current,19990216,2/16/1999,2/16/1999
115,9,Tzipi,Butnaru,NULL,Sales Store Manager,16-02-1999,25-08-1962,janeth0@contoso.com,540-555-0191,S,Dennis Bye,540-555-0191,0,F,1,25,81,1,0,Production,16-02-1999,,Current,19990216,2/16/1999,2/16/1999
116,9,Terrence,Philip,NULL,Sales Store Manager,17-02-1999,24-11-1976,marc0@contoso.com,234-555-0169,M,Jeff Phillips,234-555-0169,0,M,1,25,22,1,0,Production,17-02-1999,,Current,19990217,2/17/1999,2/17/1999
117,9,Rick,Byham,NULL,Sales Store Manager,17-02-1999,21-02-1969,gigi0@contoso.com,185-555-0186,M,Randy Byrne,185-555-0186,1,F,2,25,63,1,0,Research and Development,17-02-1999,,Current,19990217,2/17/1999,2/17/1999
118,9,Michal,Piaseczny,NULL,Sales Store Manager,18-02-1999,05-12-1980,paul1@contoso.com,727-555-0112,M,Guido Pica,727-555-0112,0,M,1,25,6,1,0,Production,18-02-1999,,Current,19990218,2/18/1999,2/18/1999
119,9,Reina,Cabatana,NULL,Sales Store Manager,18-02-1999,07-10-1977,frank0@contoso.com,158-555-0191,M,Ryan Calafato,158-555-0191,0,M,1,25,56,1,0,Production,18-02-1999,,Current,19990218,2/18/1999,2/18/1999
120,9,Pilar,Pinilla,NULL,Sales Store Manager,18-02-1999,17-06-1965,françois0@contoso.com,785-555-0110,S,Armando Pinto,785-555-0110,1,M,2,25,67,1,0,Information Services,18-02-1999,,Current,19990218,2/18/1999,2/18/1999
121,9,Iulian,Calinov,NULL,Sales Store Manager,19-02-1999,10-09-1979,diane2@contoso.com,361-555-0180,S,Geert Camelbeke,361-555-0180,0,F,1,25,8,1,0,Production,19-02-1999,,Current,19990219,2/19/1999,2/19/1999
122,9,Tanja,Plate,NULL,Sales Store Manager,19-02-1999,19-07-1969,jill0@contoso.com,510-555-0121,M,Idan Plonsky,510-555-0121,0,F,2,25,47,1,0,Marketing,19-02-1999,,Current,19990219,2/19/1999,2/19/1999
123,9,Maria,Cameron,NULL,Sales Store Manager,21-02-1999,01-07-1981,angela0@contoso.com,150-555-0194,S,David Campbell,150-555-0194,0,F,1,25,92,1,0,Production,21-02-1999,,Current,19990221,2/21/1999,2/21/1999
124,9,Ekaterina,Podkolzina,NULL,Sales Store Manager,21-02-1999,13-12-1963,matthias0@contoso.com,139-555-0120,M,Toni Poe,139-555-0120,0,M,2,25,94,1,0,Shipping and Receiving,21-02-1999,,Current,19990221,2/21/1999,2/21/1999
125,9,Jamie,Campbell,NULL,Sales Store Manager,22-02-1999,28-09-1963,bryan0@contoso.com,712-555-0113,S,Fabrice Canel,712-555-0113,0,M,1,25,35,1,0,Production,22-02-1999,,Current,19990222,2/22/1999,2/22/1999
126,9,Grigory,Pogulsky,NULL,Sales Store Manager,22-02-1999,16-02-1967,jeff0@contoso.com,350-555-0167,M,Carole Poland,350-555-0167,0,M,2,25,74,1,0,Production,22-02-1999,,Current,19990222,2/22/1999,2/22/1999
127,9,Paul,Cannon,NULL,Sales Store Manager,22-02-1999,15-08-1977,eugene0@contoso.com,241-555-0191,S,Jon Cantrell,241-555-0191,0,M,1,25,33,1,0,Production,22-02-1999,,Current,19990222,2/22/1999,2/22/1999
128,9,Josh,Pollock,NULL,Sales Store Manager,23-02-1999,02-08-1969,barbara0@contoso.com,119-555-0192,M,Laura Steele Polly,119-555-0192,0,F,1,25,17,1,0,Production,23-02-1999,,Current,19990223,2/23/1999,2/23/1999
129,9,Cyril,Carbonati,NULL,Sales Store Manager,23-02-1999,17-01-1979,chris0@contoso.com,200-555-0112,M,Richard Carey,200-555-0112,0,M,1,25,76,1,0,Production,23-02-1999,,Current,19990223,2/23/1999,2/23/1999
130,9,Cristina,Potra,NULL,Sales Store Manager,23-02-1999,12-04-1977,sean1@contoso.com,205-555-0132,S,Houman Pournasseh,205-555-0132,0,M,2,25,78,1,0,Document Control,23-02-1999,,Current,19990223,2/23/1999,2/23/1999
131,9,Jason,Carlson,NULL,Sales Store Manager,23-02-1999,06-02-1966,dan1@contoso.com,653-555-0144,M,Ty Carlson,653-555-0144,1,M,2,25,66,1,0,Information Services,23-02-1999,,Current,19990223,2/23/1999,2/23/1999
132,9,Chris,Preston,NULL,Sales Store Manager,24-02-1999,26-10-1969,mark1@contoso.com,417-555-0154,S,Jeff Price,417-555-0154,0,M,1,25,19,1,0,Production,24-02-1999,,Current,19990224,2/24/1999,2/24/1999
133,9,Fernando,Caro,NULL,Sales Store Manager,25-02-1999,22-10-1974,bryan1@contoso.com,935-555-0199,S,Rob Caron,935-555-0199,0,M,2,25,62,1,0,Finance,25-02-1999,,Current,19990225,2/25/1999,2/25/1999
134,9,Vishwa,Ranjan,NULL,Sales Store Manager,26-02-1999,30-09-1961,houman0@contoso.com,180-555-0136,M,Markus Rankenburg,180-555-0136,0,M,1,25,3,1,0,Production,26-02-1999,,Current,19990226,2/26/1999,2/26/1999
135,9,Chase,Carpenter,NULL,Sales Store Manager,27-02-1999,22-01-1978,sairaj0@contoso.com,500-555-0159,M,Adam Carter,500-555-0159,0,M,2,25,46,1,0,Production Control,27-02-1999,,Current,19990227,2/27/1999,2/27/1999
136,9,Arvind,Rao,B.,Sales Store Manager,27-02-1999,28-07-1972,michiko0@contoso.com,984-555-0148,S,Rui Raposo,984-555-0148,0,M,1,25,44,1,0,Production,27-02-1999,,Current,19990227,2/27/1999,2/27/1999
137,9,Carlos,Carvallo,NULL,Sales Store Manager,28-02-1999,06-02-1976,benjamin0@contoso.com,533-555-0111,S,Rob Cason,533-555-0111,0,M,1,25,28,1,0,Production,28-02-1999,,Current,19990228,2/28/1999,2/28/1999
138,9,Morten,Rasmussen,NULL,Sales Store Manager,28-02-1999,19-09-1971,cynthia0@contoso.com,352-555-0138,S,Andrew Rath,352-555-0138,0,F,2,25,69,1,0,Production,28-02-1999,,Current,19990228,2/28/1999,2/28/1999
139,9,Gitte,Casparij,NULL,Sales Store Manager,28-02-1999,02-12-1980,kathie0@contoso.com,446-555-0118,M,Joao Casqueiro,446-555-0118,0,F,1,25,87,1,0,Production,28-02-1999,,Current,19990228,2/28/1999,2/28/1999
140,9,Mike,Ray,NULL,Sales Store Manager,02-03-1999,30-10-1979,britta0@contoso.com,955-555-0169,M,Rodrigo Ready,955-555-0169,0,F,1,25,14,1,0,Production,02-03-1999,,Current,19990302,3/2/1999,3/2/1999
141,9,Giorgio,Cavaglieri,NULL,Sales Store Manager,02-03-1999,14-03-1967,brian0@contoso.com,110-555-0182,S,Matt Cavallari,110-555-0182,0,M,1,25,55,1,0,Production,02-03-1999,,Current,19990302,3/2/1999,3/2/1999
142,9,April,Reagan,NULL,Sales Store Manager,03-03-1999,08-08-1973,david6@contoso.com,646-555-0185,M,Jamie Reding,646-555-0185,1,M,2,25,57,1,0,Finance,03-03-1999,,Current,19990303,3/3/1999,3/3/1999
143,9,Luisa,Cazzaniga,NULL,Sales Store Manager,04-03-1999,06-02-1966,LuisaC@contoso.com,615-555-0110,M,Ural Cebeci,615-555-0110,1,F,2,25,0,1,0,Executive,04-03-1999,15-12-2003,NULL,20031215,3/4/1999,12/15/2003
144,9,Barak,Regev,NULL,Sales Store Manager,04-03-1999,06-02-1966,BarakR@contoso.com,615-555-0110,M,Miles Reid,615-555-0110,1,F,2,25,0,1,0,Executive,15-12-2003,,Current,20031215,12/15/2003,12/15/2003
145,9,Sean,Chai,NULL,Sales Store Manager,04-03-1999,03-06-1964,michael2@contoso.com,441-555-0195,S,Gareth Chan,441-555-0195,0,M,1,25,98,1,0,Production,04-03-1999,,Current,19990304,3/4/1999,3/4/1999
146,9,Enoch,Remick,T.,Sales Store Manager,04-03-1999,20-11-1973,andy0@contoso.com,118-555-0110,M,Olivier Renaud,118-555-0110,0,M,1,25,39,1,0,Production,04-03-1999,,Current,19990304,3/4/1999,3/4/1999
147,9,Greg,Chapman,NULL,Sales Store Manager,05-03-1999,08-05-1967,yuhong0@contoso.com,965-555-0155,M,Mathew Charles,965-555-0155,0,M,2,25,41,1,0,Production,05-03-1999,,Current,19990305,3/5/1999,3/5/1999
148,9,Bjorn,Rettig,NULL,Sales Store Manager,06-03-1999,01-04-1975,robert0@contoso.com,589-555-0147,S,Delphine Ribaute,589-555-0147,0,M,1,25,82,1,0,Production,06-03-1999,,Current,19990306,3/6/1999,3/6/1999
149,9,Neil,Charney,NULL,Sales Store Manager,06-03-1999,29-04-1979,andreas0@contoso.com,181-555-0124,M,Mohammad Chami,181-555-0124,0,M,2,25,84,1,0,Quality Assurance,06-03-1999,,Current,19990306,3/6/1999,3/6/1999
150,9,Don,Richardson,NULL,Sales Store Manager,06-03-1999,09-02-1979,reed0@contoso.com,678-555-0110,M,Shawn Richardson,678-555-0110,0,M,1,25,23,1,0,Production,06-03-1999,,Current,19990306,3/6/1999,3/6/1999
151,9,Ankur,Chavda,NULL,Sales Store Manager,07-03-1999,06-11-1967,linda1@contoso.com,696-555-0157,S,Francisco Chaves,696-555-0157,0,F,1,25,12,1,0,Production,07-03-1999,,Current,19990307,3/7/1999,3/7/1999
152,9,Wendy,Richardson,NULL,Sales Store Manager,07-03-1999,07-02-1973,james1@contoso.com,870-555-0122,S,Jack S. Richins,870-555-0122,1,M,2,25,64,1,0,Production,07-03-1999,,Current,19990307,3/7/1999,3/7/1999
153,9,Aik,Chen,NULL,Sales Store Manager,07-03-1999,14-04-1978,ramesh0@contoso.com,182-555-0134,S,Jacky Chen,182-555-0134,1,M,2,25,73,1,0,Information Services,07-03-1999,,Current,19990307,3/7/1999,3/7/1999
154,9,Anders,Riis,NULL,Sales Store Manager,08-03-1999,26-04-1974,stephanie0@contoso.com,594-555-0110,S,Bjarne Riis,594-555-0110,1,F,2,25,68,1,0,Information Services,08-03-1999,,Current,19990308,3/8/1999,3/8/1999
155,9,Jeff,Chia,NULL,Sales Store Manager,08-03-1999,23-12-1977,samantha0@contoso.com,587-555-0114,M,Martin Chisholm,587-555-0114,0,F,1,25,7,1,0,Production,08-03-1999,,Current,19990308,3/8/1999,3/8/1999
156,9,Titti,Ringstrom,NULL,Sales Store Manager,09-03-1999,12-12-1979,tawana0@contoso.com,368-555-0113,S,Juan-Carlos Rivas,368-555-0113,0,M,1,25,50,1,0,Production,09-03-1999,,Current,19990309,3/9/1999,3/9/1999
157,9,Michal,Chmiela,NULL,Sales Store Manager,09-03-1999,07-08-1978,denise0@contoso.com,869-555-0119,M,Manish Chopra,869-555-0119,0,F,1,25,9,1,0,Production,09-03-1999,,Current,19990309,3/9/1999,3/9/1999
158,9,John,Rodman,NULL,Sales Store Manager,10-03-1999,19-05-1967,hao0@contoso.com,806-555-0136,S,Scott Rockfeld,806-555-0136,0,M,2,25,52,1,0,Human Resources,10-03-1999,,Current,19990310,3/10/1999,3/10/1999
159,9,Ray,Chow,NULL,Sales Store Manager,12-03-1999,14-05-1980,alex0@contoso.com,819-555-0198,M,Terri Chudzik,819-555-0198,0,M,1,25,77,1,0,Production,12-03-1999,,Current,19990312,3/12/1999,3/12/1999
160,9,Don,Roessler,NULL,Sales Store Manager,12-03-1999,13-03-1966,eugene1@contoso.com,173-555-0179,S,Marek Rolecki,173-555-0179,0,M,1,25,36,1,0,Production,12-03-1999,,Current,19990312,3/12/1999,3/12/1999
161,9,Alice,Ciccu,NULL,Sales Store Manager,12-03-1999,11-02-1967,brandon0@contoso.com,429-555-0137,M,Ken Circeo,429-555-0137,0,M,1,25,22,1,0,Production,12-03-1999,,Current,19990312,3/12/1999,3/12/1999
162,9,Kelly,Rollin,NULL,Sales Store Manager,12-03-1999,27-03-1977,dylan0@contoso.com,181-555-0156,M,Daniel Roman,181-555-0156,1,M,2,25,61,1,0,Research and Development,12-03-1999,,Current,19990312,3/12/1999,3/12/1999
163,9,Izak,Cohen,NULL,Sales Store Manager,12-03-1999,24-06-1980,shane0@contoso.com,810-555-0178,S,Pat Coleman,810-555-0178,0,M,2,25,75,1,0,Production,12-03-1999,,Current,19990312,3/12/1999,3/12/1999
164,9,Daniel,Roth,NULL,Sales Store Manager,13-03-1999,06-05-1976,john2@contoso.com,201-555-0163,M,Tali Roth,201-555-0163,0,M,1,25,18,1,0,Production,13-03-1999,,Current,19990313,3/13/1999,3/13/1999
165,9,Aaron,Con,NULL,Sales Store Manager,13-03-1999,25-01-1966,karen0@contoso.com,746-555-0164,M,Peter Connelly,746-555-0164,0,F,2,25,79,1,0,Document Control,13-03-1999,,Current,19990313,3/13/1999,3/13/1999
166,9,Pablo,Rovira Diez,NULL,Sales Store Manager,14-03-1999,01-09-1974,jose0@contoso.com,587-555-0115,M,Todd Rowe,587-555-0115,0,M,1,25,20,1,0,Production,14-03-1999,,Current,19990314,3/14/1999,3/14/1999
167,9,Kevin,Cook,NULL,Sales Store Manager,14-03-1999,21-04-1976,mandar0@contoso.com,140-555-0132,S,Jeroen Cool,140-555-0132,0,M,1,25,0,1,0,Production,14-03-1999,,Current,19990314,3/14/1999,3/14/1999
168,9,Erik,Rucker,NULL,Sales Store Manager,14-03-1999,18-09-1974,mikael0@contoso.com,309-555-0170,S,Raimonds Rudmanis,309-555-0170,0,M,2,25,59,1,0,Purchasing,14-03-1999,,Current,19990314,3/14/1999,3/14/1999
169,9,Jim,Corbin,NULL,Sales Store Manager,15-03-1999,27-07-1968,sameer0@contoso.com,990-555-0172,M,Michel Cordani,990-555-0172,0,M,1,25,4,1,0,Production,15-03-1999,,Current,19990315,3/15/1999,3/15/1999
170,9,Michael,Ruggiero,NULL,Sales Store Manager,15-03-1999,18-03-1967,dragan0@contoso.com,117-555-0185,M,Christian Rytt,117-555-0185,0,M,2,25,63,1,0,Finance,15-03-1999,,Current,19990315,3/15/1999,3/15/1999
171,9,Cecilia,Cornejo,NULL,Sales Store Manager,16-03-1999,18-11-1978,carol0@contoso.com,609-555-0153,M,Eva Corets,609-555-0153,0,F,1,25,45,1,0,Production,16-03-1999,,Current,19990316,3/16/1999,3/16/1999
172,9,Sharon,Salavaria,NULL,Sales Store Manager,17-03-1999,05-09-1963,rob1@contoso.com,238-555-0116,S,Raymond Sam,238-555-0116,0,M,1,25,71,1,0,Production,17-03-1999,,Current,19990317,3/17/1999,3/17/1999
173,9,Robin,Counts,NULL,Sales Store Manager,17-03-1999,14-07-1961,don0@contoso.com,100-555-0174,M,Jack Creasey,100-555-0174,0,M,1,25,88,1,0,Production,17-03-1999,,Current,19990317,3/17/1999,3/17/1999
174,9,Ken,Sánchez,NULL,Sales Store Manager,17-03-1999,30-04-1974,alan0@contoso.com,438-555-0172,M,Yolanda Sánchez,438-555-0172,0,M,2,25,47,1,0,Production Control,17-03-1999,,Current,19990317,3/17/1999,3/17/1999
175,9,Ioan,Crisiarcu,NULL,Sales Store Manager,18-03-1999,25-10-1975,david7@contoso.com,118-555-0177,M,Grant Culbertson,118-555-0177,0,M,1,25,29,1,0,Production,18-03-1999,,Current,19990318,3/18/1999,3/18/1999
176,9,Mandar,Samant,NULL,Sales Store Manager,19-03-1999,07-11-1980,baris0@contoso.com,164-555-0114,S,Prasanna Samarawickrama,164-555-0114,0,M,1,25,72,1,0,Production,19-03-1999,,Current,19990319,3/19/1999,3/19/1999
177,9,Scott,Culp,NULL,Sales Store Manager,19-03-1999,02-03-1979,michael3@contoso.com,156-555-0199,S,Conor Cunningham,156-555-0199,0,M,2,25,70,1,0,Production,19-03-1999,,Current,19990319,3/19/1999,3/19/1999
178,9,Patrick,Sands,NULL,Sales Store Manager,19-03-1999,07-05-1981,steve0@contoso.com,712-555-0170,S,Dubravka Salopek,712-555-0170,0,M,1,25,31,1,0,Production,19-03-1999,,Current,19990319,3/19/1999,3/19/1999
179,9,Pawel,Czernek,NULL,Sales Store Manager,20-03-1999,11-07-1977,suchitra0@contoso.com,753-555-0129,M,Wojciech Czupta,753-555-0129,0,F,1,25,15,1,0,Production,20-03-1999,,Current,19990320,3/20/1999,3/20/1999
180,9,Mark,Sargent,NULL,Sales Store Manager,20-03-1999,19-06-1968,karen1@contoso.com,654-555-0177,S,Esko Sario,654-555-0177,1,F,2,25,74,1,0,Information Services,20-03-1999,,Current,19990320,3/20/1999,3/20/1999
181,9,Apurva,Dalia,NULL,Sales Store Manager,20-03-1999,09-01-1975,terrence0@contoso.com,110-555-0115,S,Ofer Daliot,110-555-0115,0,M,1,25,13,1,0,Production,20-03-1999,,Current,19990320,3/20/1999,3/20/1999
182,9,Tihomir,Sasic,NULL,Sales Store Manager,22-03-1999,04-02-1966,barbara1@contoso.com,822-555-0145,M,Raman Sarin,822-555-0145,1,F,2,25,58,1,0,Finance,22-03-1999,,Current,19990322,3/22/1999,3/22/1999
183,9,Jim,Daly,NULL,Sales Store Manager,22-03-1999,04-09-1980,chad0@contoso.com,559-555-0175,M,Ryan Danner,559-555-0175,0,M,1,25,99,1,0,Production,22-03-1999,,Current,19990322,3/22/1999,3/22/1999
184,9,Michiyo,Sato,NULL,Sales Store Manager,23-03-1999,15-10-1967,rostislav0@contoso.com,751-555-0134,M,Naoki Sato,751-555-0134,0,M,1,25,40,1,0,Production,23-03-1999,,Current,19990323,3/23/1999,3/23/1999
185,9,Mike,Danseglio,NULL,Sales Store Manager,24-03-1999,19-10-1959,belinda0@contoso.com,319-555-0126,S,Alex Darrow,319-555-0126,0,F,1,25,83,1,0,Production,24-03-1999,,Current,19990324,3/24/1999,3/24/1999
186,9,Rimvydas,Saulis,NULL,Sales Store Manager,24-03-1999,20-12-1974,katie0@contoso.com,809-555-0133,S,Kazuki Sawanoi,809-555-0133,0,F,2,25,42,1,0,Production,24-03-1999,,Current,19990324,3/24/1999,3/24/1999
187,9,Shannon,Dascher,NULL,Sales Store Manager,25-03-1999,14-03-1972,russell1@contoso.com,517-555-0122,M,Velimir Davidovski,517-555-0122,0,M,1,25,24,1,0,Production,25-03-1999,,Current,19990325,3/25/1999,3/25/1999
188,9,George,Schaller,NULL,Sales Store Manager,25-03-1999,23-07-1973,jack0@contoso.com,552-555-0111,S,Gary Schare,552-555-0111,0,M,2,25,68,1,0,Production,25-03-1999,,Current,19990325,3/25/1999,3/25/1999
189,9,Andrew,Davis,NULL,Sales Store Manager,26-03-1999,08-10-1978,andrew0@contoso.com,908-555-0159,S,Sara Davis,908-555-0159,0,M,2,25,65,1,0,Production,26-03-1999,,Current,19990326,3/26/1999,3/26/1999
190,9,Rainer,Schiller,NULL,Sales Store Manager,26-03-1999,10-05-1976,nicole0@contoso.com,508-555-0129,M,Janet Schorr,508-555-0129,0,F,1,25,67,1,0,Production,26-03-1999,,Current,19990326,3/26/1999,3/26/1999
191,9,Eric,Davison,NULL,Sales Store Manager,27-03-1999,24-08-1961,frank1@contoso.com,167-555-0139,S,Marlowe Dayley,167-555-0139,0,M,1,25,10,1,0,Production,27-03-1999,,Current,19990327,3/27/1999,3/27/1999
192,9,Boris,Scholl,NULL,Sales Store Manager,27-03-1999,29-06-1970,peter1@contoso.com,310-555-0133,S,Thorsten Scholl,310-555-0133,0,M,2,25,69,1,0,Information Services,27-03-1999,,Current,19990327,3/27/1999,3/27/1999
193,9,Denis,Dehenne,NULL,Sales Store Manager,27-03-1999,06-10-1964,anibal0@contoso.com,106-555-0120,S,Aidan Delaney,106-555-0120,0,F,1,25,8,1,0,Production,27-03-1999,,Current,19990327,3/27/1999,3/27/1999
194,9,Andreas,Schou,NULL,Sales Store Manager,28-03-1999,29-06-1971,ken1@contoso.com,949-555-0174,M,Steve Schmidt,949-555-0174,0,M,1,25,51,1,0,Production,28-03-1999,,Current,19990328,3/28/1999,3/28/1999
195,9,Axel,Delgado,NULL,Sales Store Manager,29-03-1999,18-05-1966,grant0@contoso.com,955-555-0131,S,Eduard Dell,955-555-0131,0,M,2,25,66,1,0,Human Resources,29-03-1999,,Current,19990329,3/29/1999,3/29/1999
196,9,Miguel,Severino,NULL,Sales Store Manager,29-03-1999,17-07-1979,michael4@contoso.com,817-555-0186,S,James Seymour,817-555-0186,0,M,1,25,94,1,0,Production,29-03-1999,,Current,19990329,3/29/1999,3/29/1999
197,10,Luca,Dellamore,NULL,Sales Store Manager,30-03-1999,15-04-1978,lionel0@contoso.com,450-555-0152,S,Stephen Deming,450-555-0152,0,M,1,25,78,1,0,Production,30-03-1999,,Current,19990330,3/30/1999,3/30/1999
198,10,Jill,Shrader,NULL,Sales Store Manager,30-03-1999,11-02-1976,thomas0@contoso.com,278-555-0118,M,Shish Shridhar,278-555-0118,0,M,1,25,37,1,0,Production,30-03-1999,,Current,19990330,3/30/1999,3/30/1999
199,10,Molly,Dempsey,NULL,Sales Store Manager,30-03-1999,05-06-1975,jimmy0@contoso.com,927-555-0168,M,Bruno Denuit,927-555-0168,0,M,1,25,96,1,0,Shipping and Receiving,30-03-1999,,Current,19990330,3/30/1999,3/30/1999
200,10,Alexandre,Silva,NULL,Sales Store Manager,30-03-1999,19-10-1972,michael5@contoso.com,296-555-0121,M,Edmund Silva,296-555-0121,0,M,1,25,35,1,0,Production,30-03-1999,,Current,19990330,3/30/1999,3/30/1999
201,10,Prashanth,Desai,NULL,Sales Store Manager,30-03-1999,19-08-1970,lori0@contoso.com,289-555-0196,S,Shane DeSeranno,289-555-0196,0,F,2,25,76,1,0,Production,30-03-1999,,Current,19990330,3/30/1999,3/30/1999
202,10,Alex,Simmons,J.,Sales Store Manager,01-04-1999,21-09-1964,arvind0@contoso.com,848-555-0163,M,Britta Simon,848-555-0163,0,M,2,25,60,1,0,Purchasing,01-04-1999,,Current,19990401,4/1/1999,4/1/1999
203,10,Michael,DeVoe,NULL,Sales Store Manager,01-04-1999,21-01-1966,stefen0@contoso.com,165-555-0113,S,Craig Dewar,165-555-0113,0,M,1,25,19,1,0,Production,01-04-1999,,Current,19990401,4/1/1999,4/1/1999
204,10,David,Simpson,NULL,Sales Store Manager,01-04-1999,27-11-1967,hazem0@contoso.com,869-555-0125,S,Katherine Simpson,869-555-0125,1,M,2,25,80,1,0,Quality Assurance,01-04-1999,,Current,19990401,4/1/1999,4/1/1999
205,10,Cari,Dick,NULL,Sales Store Manager,02-04-1999,09-04-1969,janet0@contoso.com,393-555-0186,M,Holly Dickson,393-555-0186,0,F,2,25,64,1,0,Finance,02-04-1999,,Current,19990402,4/2/1999,4/2/1999
206,10,Ashima,Singhal,NULL,Sales Store Manager,03-04-1999,26-02-1980,elizabeth0@contoso.com,318-555-0137,M,Soumya Singhi,318-555-0137,0,F,1,25,5,1,0,Production,03-04-1999,,Current,19990403,4/3/1999,4/3/1999
207,10,Cliff,Didcock,NULL,Sales Store Manager,03-04-1999,07-03-1976,terry0@contoso.com,138-555-0118,M,Andrew Dixon,138-555-0118,0,M,2,25,44,1,0,Marketing,03-04-1999,,Current,19990403,4/3/1999,4/3/1999
208,10,Bonnie,Skelly,L.,Sales Store Manager,04-04-1999,24-04-1972,john3@contoso.com,663-555-0172,S,Morgan Skinner,663-555-0172,0,M,1,25,27,1,0,Production,04-04-1999,,Current,19990404,4/4/1999,4/4/1999
209,10,Blaine,Dockter,NULL,Sales Store Manager,04-04-1999,13-06-1973,merav0@contoso.com,224-555-0187,M,Jane Dow,224-555-0187,0,F,1,25,46,1,0,Production,04-04-1999,,Current,19990404,4/4/1999,4/4/1999
210,10,Egil,Skjold,Ivar,Sales Store Manager,04-04-1999,12-09-1974,brian1@contoso.com,313-555-0196,M,Randy Slycord,313-555-0196,0,M,2,25,48,1,0,Production Control,04-04-1999,,Current,19990404,4/4/1999,4/4/1999
211,10,Chris,Downs,NULL,Sales Store Manager,05-04-1999,07-07-1977,kitti0@contoso.com,785-555-0132,S,Patricia Doyle,785-555-0132,0,F,1,25,89,1,0,Production,05-04-1999,,Current,19990405,4/5/1999,4/5/1999
212,10,Ben,Smith,NULL,Sales Store Manager,06-04-1999,14-03-1966,jay0@contoso.com,407-555-0165,S,Denise Smith,407-555-0165,0,M,1,25,32,1,0,Production,06-04-1999,,Current,19990406,4/6/1999,4/6/1999
213,10,Jan,Dryml,NULL,Sales Store Manager,06-04-1999,16-12-1964,jan0@contoso.com,139-555-0131,S,Dominik Dubicki,139-555-0131,0,M,1,25,30,1,0,Production,06-04-1999,,Current,19990406,4/6/1999,4/6/1999
214,10,Brian,Smith,NULL,Sales Store Manager,06-04-1999,31-03-1973,brenda0@contoso.com,142-555-0139,M,Derek Snyder,142-555-0139,0,F,2,25,71,1,0,Production,06-04-1999,,Current,19990406,4/6/1999,4/6/1999
215,10,Bernard,Duerr,NULL,Sales Store Manager,07-04-1999,26-10-1978,andrew1@contoso.com,207-555-0192,S,Marina Dukhon,207-555-0192,0,M,1,25,73,1,0,Production,07-04-1999,,Current,19990407,4/7/1999,4/7/1999
216,10,Lorrin,Smith-Bates,G.,Sales Store Manager,07-04-1999,26-06-1977,chris1@contoso.com,575-555-0126,M,Tony Smith,575-555-0126,0,M,2,25,75,1,0,Document Control,07-04-1999,,Current,19990407,4/7/1999,4/7/1999
217,10,Andrea,Dunker,NULL,Sales Store Manager,08-04-1999,07-09-1976,chris2@contoso.com,315-555-0144,S,Adrian Dumitrascu,315-555-0144,0,M,1,25,16,1,0,Production,08-04-1999,,Current,19990408,4/8/1999,4/8/1999
218,10,Martin,Spona,NULL,Sales Store Manager,08-04-1999,08-01-1977,shelley0@contoso.com,991-555-0184,S,Christof Sprenger,991-555-0184,0,F,1,25,14,1,0,Production,08-04-1999,,Current,19990408,4/8/1999,4/8/1999
219,10,Bart,Duncan,NULL,Sales Store Manager,09-04-1999,11-06-1978,gabe0@contoso.com,310-555-0117,M,Daniel Durrer,310-555-0117,0,M,1,25,57,1,0,Production,09-04-1999,,Current,19990409,4/9/1999,4/9/1999
220,10,Jeff,Stammler,NULL,Sales Store Manager,09-04-1999,01-08-1969,mike0@contoso.com,927-555-0150,S,Jamie Stark,927-555-0150,1,M,2,25,59,1,0,Finance,09-04-1999,,Current,19990409,4/9/1999,4/9/1999
221,10,Shelley,Dyck,NULL,Sales Store Manager,04-06-1999,01-01-1975,michael6@contoso.com,330-555-2568,M,Maria Dykstra,330-555-2568,1,M,2,25,16,1,0,Research and Development,04-06-1999,,Current,19990604,6/4/1999,6/4/1999
222,10,Mark,Steele,NULL,Sales Store Manager,03-01-2000,21-03-1961,gary1@contoso.com,110-555-0112,M,Heidi Steen,110-555-0112,1,M,2,25,86,1,0,Facilities and Maintenance,03-01-2000,,Current,20000103,1/3/2000,1/3/2000
223,10,Witold,Dyszkiewicz,NULL,Sales Store Manager,04-01-2000,03-10-1961,charles0@contoso.com,931-555-0118,S,Krittiya Eamsiri,931-555-0118,0,M,1,25,27,1,0,Production,04-01-2000,,Current,20000104,1/4/2000,1/4/2000
224,10,Brad,Sutton,NULL,Sales Store Manager,07-01-2000,23-10-1976,ebru0@contoso.com,202-555-0187,S,Kern Sutton,202-555-0187,0,M,1,25,93,1,0,Production,07-01-2000,,Current,20000107,1/7/2000,1/7/2000
